Time,Level,Indicator,Valve,Pump
70607,722,H,open,on
70608,723,H,open,on
70609,724,H,open,on
70610,725,H,open,on
70611,726,H,open,on
70612,727,H,open,on
70613,728,H,open,on
70614,729,H,open,on
70615,730,H,open,on
70616,731,H,open,on
70617,732,H,open,on
70618,733,H,open,on
70619,734,H,open,on
70620,735,H,open,on
70621,736,H,open,on
70622,737,H,open,on
70623,738,H,open,on
70624,739,H,open,on
70625,740,H,open,on
70626,741,H,open,on
70627,742,H,open,on
70628,743,H,open,on
70629,744,H,open,on
70630,745,H,open,on
70631,746,H,open,on
70632,747,H,open,on
70633,748,H,open,on
70634,749,H,open,on
70635,750,H,open,on
70636,751,H,open,on
70637,752,H,open,on
70638,753,H,open,on
70639,754,H,open,on
70640,755,H,open,on
70641,756,H,open,on
70642,757,H,open,on
70643,758,H,open,on
70644,759,H,open,on
70645,760,H,open,on
70646,761,H,open,on
70647,762,H,open,on
70648,763,H,open,on
70649,764,H,open,on
70650,765,H,open,on
70651,766,H,open,on
70652,767,H,open,on
70653,768,H,open,on
70654,769,H,open,on
70655,770,H,open,on
70656,771,H,open,on
70657,772,H,open,on
70658,773,H,open,on
70659,774,H,open,on
70660,775,H,open,on
70661,776,H,open,on
70662,777,H,open,on
70663,778,H,open,on
70664,779,H,open,on
70665,780,H,open,on
70666,781,H,open,on
70667,782,H,open,on
70668,783,H,open,on
70669,784,H,open,on
70670,785,H,open,on
70671,786,H,open,on
70672,787,H,open,on
70673,788,H,open,on
70674,789,H,open,on
70675,790,H,open,on
70676,791,H,open,on
70677,792,H,open,on
70678,793,H,open,on
70679,794,H,open,on
70680,795,H,open,on
70681,796,H,open,on
70682,797,H,open,on
70683,798,H,open,on
70684,799,H,open,on
70685,800,H,open,on
70686,801,HH,transitioning,on
70687,773,H,transitioning,on
70688,745,H,transitioning,on
70689,717,H,open,on
70690,718,H,open,on
70691,719,H,open,on
70692,720,H,open,on
70693,721,H,open,on
70694,722,H,open,on
70695,723,H,open,on
70696,724,H,open,on
70697,725,H,open,on
70698,726,H,open,on
70699,727,H,open,on
70700,728,H,open,on
70701,729,H,open,on
70702,730,H,open,on
70703,731,H,open,on
70704,732,H,open,on
70705,733,H,open,on
70706,734,H,open,on
70707,735,H,open,on
70708,736,H,open,on
70709,737,H,open,on
70710,738,H,open,on
70711,739,H,open,on
70712,740,H,open,on
70713,741,H,open,on
70714,742,H,open,on
70715,743,H,open,on
70716,744,H,open,on
70717,745,H,open,on
70718,746,H,open,on
70719,747,H,open,on
70720,748,H,open,on
70721,749,H,open,on
70722,750,H,open,on
70723,751,H,open,on
70724,752,H,open,on
70725,753,H,open,on
70726,754,H,open,on
70727,755,H,open,on
70728,756,H,open,on
70729,757,H,open,on
70730,758,H,open,on
70731,759,H,open,on
70732,760,H,open,on
70733,761,H,open,on
70734,762,H,open,on
70735,763,H,open,on
70736,764,H,open,on
70737,765,H,open,on
70738,766,H,open,on
70739,767,H,open,on
70740,768,H,open,on
70741,769,H,open,on
70742,770,H,open,on
70743,771,H,open,on
70744,772,H,open,on
70745,773,H,open,on
70746,774,H,open,on
70747,775,H,open,on
70748,776,H,open,on
70749,777,H,open,on
70750,778,H,open,on
70751,779,H,open,on
70752,780,H,open,on
70753,781,H,open,on
70754,782,H,open,on
70755,783,H,open,on
70756,784,H,open,on
70757,785,H,open,on
70758,786,H,open,on
70759,787,H,open,on
70760,788,H,open,on
70761,789,H,open,on
70762,790,H,open,on
70763,791,H,open,on
70764,792,H,open,on
70765,793,H,open,on
70766,794,H,open,on
70767,795,H,open,on
70768,796,H,open,on
70769,797,H,open,on
70770,798,H,open,on
70771,799,H,open,on
70772,800,H,open,on
70773,801,HH,transitioning,on
70774,773,H,transitioning,on
70775,745,H,transitioning,on
70776,717,H,open,on
70777,718,H,open,on
70778,719,H,open,on
70779,720,H,open,on
70780,721,H,open,on
70781,722,H,open,on
70782,723,H,open,on
70783,724,H,open,on
70784,725,H,open,on
70785,726,H,open,on
70786,727,H,open,on
70787,728,H,open,on
70788,729,H,open,on
70789,730,H,open,on
70790,731,H,open,on
70791,732,H,open,on
70792,733,H,open,on
70793,734,H,open,on
70794,735,H,open,on
70795,736,H,open,on
70796,737,H,open,on
70797,738,H,open,on
70798,739,H,open,on
70799,740,H,open,on
70800,741,H,open,on
70801,742,H,open,on
70802,743,H,open,on
70803,744,H,open,on
70804,745,H,open,on
70805,746,H,open,on
70806,747,H,open,on
70807,748,H,open,on
70808,749,H,open,on
70809,750,H,open,on
70810,751,H,open,on
70811,752,H,open,on
70812,753,H,open,on
70813,754,H,open,on
70814,755,H,open,on
70815,756,H,open,on
70816,757,H,open,on
70817,758,H,open,on
70818,759,H,open,on
70819,760,H,open,on
70820,761,H,open,on
70821,762,H,open,on
70822,763,H,open,on
70823,764,H,open,on
70824,765,H,open,on
70825,766,H,open,on
70826,767,H,open,on
70827,768,H,open,on
70828,769,H,open,on
70829,770,H,open,on
70830,771,H,open,on
70831,772,H,open,on
70832,773,H,open,on
70833,774,H,open,on
70834,775,H,open,on
70835,776,H,open,on
70836,777,H,open,on
70837,778,H,open,on
70838,779,H,open,on
70839,780,H,open,on
70840,781,H,open,on
70841,782,H,open,on
70842,783,H,open,on
70843,784,H,open,on
70844,785,H,open,on
70845,786,H,open,on
70846,787,H,open,on
70847,788,H,open,on
70848,789,H,open,on
70849,790,H,open,on
70850,791,H,open,on
70851,792,H,open,on
70852,793,H,open,on
70853,794,H,open,on
70854,795,H,open,on
70855,796,H,open,on
70856,797,H,open,on
70857,798,H,open,on
70858,799,H,open,on
70859,800,H,open,on
70860,801,HH,transitioning,on
70861,773,H,transitioning,on
70862,745,H,transitioning,on
70863,717,H,open,on
70864,718,H,open,on
70865,719,H,open,on
70866,720,H,open,on
70867,721,H,open,on
70868,722,H,open,on
70869,723,H,open,on
70870,724,H,open,on
70871,725,H,open,on
70872,726,H,open,on
70873,727,H,open,on
70874,728,H,open,on
70875,729,H,open,on
70876,730,H,open,on
70877,731,H,open,on
70878,732,H,open,on
70879,733,H,open,on
70880,734,H,open,on
70881,735,H,open,on
70882,736,H,open,on
70883,737,H,open,on
70884,738,H,open,on
70885,739,H,open,on
70886,740,H,open,on
70887,741,H,open,on
70888,742,H,open,on
70889,743,H,open,on
70890,744,H,open,on
70891,745,H,open,on
70892,746,H,open,on
70893,747,H,open,on
70894,748,H,open,on
70895,749,H,open,on
70896,750,H,open,on
70897,751,H,open,on
70898,752,H,open,on
70899,753,H,open,on
70900,754,H,open,on
70901,755,H,open,on
70902,756,H,open,on
70903,757,H,open,on
70904,758,H,open,on
70905,759,H,open,on
70906,760,H,open,on
70907,761,H,open,on
70908,762,H,open,on
70909,763,H,open,on
70910,764,H,open,on
70911,765,H,open,on
70912,766,H,open,on
70913,767,H,open,on
70914,768,H,open,on
70915,769,H,open,on
70916,770,H,open,on
70917,771,H,open,on
70918,772,H,open,on
70919,773,H,open,on
70920,774,H,open,on
70921,775,H,open,on
70922,776,H,open,on
70923,777,H,open,on
70924,778,H,open,on
70925,779,H,open,on
70926,780,H,open,on
70927,781,H,open,on
70928,782,H,open,on
70929,783,H,open,on
70930,784,H,open,on
70931,785,H,open,on
70932,786,H,open,on
70933,787,H,open,on
70934,788,H,open,on
70935,789,H,open,on
70936,790,H,open,on
70937,791,H,open,on
70938,792,H,open,on
70939,793,H,open,on
70940,794,H,open,on
70941,795,H,open,on
70942,796,H,open,on
70943,797,H,open,on
70944,798,H,open,on
70945,799,H,open,on
70946,800,H,open,on
70947,801,HH,transitioning,on
70948,773,H,transitioning,on
70949,745,H,transitioning,on
70950,717,H,open,on
70951,718,H,open,on
70952,719,H,open,on
70953,720,H,open,on
70954,721,H,open,on
70955,722,H,open,on
70956,723,H,open,on
70957,724,H,open,on
70958,725,H,open,on
70959,726,H,open,on
70960,727,H,open,on
70961,728,H,open,on
70962,729,H,open,on
70963,730,H,open,on
70964,731,H,open,on
70965,732,H,open,on
70966,733,H,open,on
70967,734,H,open,on
70968,735,H,open,on
70969,736,H,open,on
70970,737,H,open,on
70971,738,H,open,on
70972,739,H,open,on
70973,740,H,open,on
70974,741,H,open,on
70975,742,H,open,on
70976,743,H,open,on
70977,744,H,open,on
70978,745,H,open,on
70979,746,H,open,on
70980,747,H,open,on
70981,748,H,open,on
70982,749,H,open,on
70983,750,H,open,on
70984,751,H,open,on
70985,752,H,open,on
70986,753,H,open,on
70987,754,H,open,on
70988,755,H,open,on
70989,756,H,open,on
70990,757,H,open,on
70991,758,H,open,on
70992,759,H,open,on
70993,760,H,open,on
70994,761,H,open,on
70995,762,H,open,on
70996,763,H,open,on
70997,764,H,open,on
70998,765,H,open,on
70999,766,H,open,on
71000,767,H,open,on
71001,768,H,open,on
71002,769,H,open,on
71003,770,H,open,on
71004,771,H,open,on
71005,772,H,open,on
71006,773,H,open,on
71007,774,H,open,on
71008,775,H,open,on
71009,776,H,open,on
71010,777,H,open,on
71011,778,H,open,on
71012,779,H,open,on
71013,780,H,open,on
71014,781,H,open,on
71015,782,H,open,on
71016,783,H,open,on
71017,784,H,open,on
71018,785,H,open,on
71019,786,H,open,on
71020,787,H,open,on
71021,788,H,open,on
71022,789,H,open,on
71023,790,H,open,on
71024,791,H,open,on
71025,792,H,open,on
71026,793,H,open,on
71027,794,H,open,on
71028,795,H,open,on
71029,796,H,open,on
71030,797,H,open,on
71031,798,H,open,on
71032,799,H,open,on
71033,800,H,open,on
71034,801,HH,transitioning,on
71035,773,H,transitioning,on
71036,745,H,transitioning,on
71037,717,H,open,on
71038,718,H,open,on
71039,719,H,open,on
71040,720,H,open,on
71041,721,H,open,on
71042,722,H,open,on
71043,723,H,open,on
71044,724,H,open,on
71045,725,H,open,on
71046,726,H,open,on
71047,727,H,open,on
71048,728,H,open,on
71049,729,H,open,on
71050,730,H,open,on
71051,731,H,open,on
71052,732,H,open,on
71053,733,H,open,on
71054,734,H,open,on
71055,735,H,open,on
71056,736,H,open,on
71057,737,H,open,on
71058,738,H,open,on
71059,739,H,open,on
71060,740,H,open,on
71061,741,H,open,on
71062,742,H,open,on
71063,743,H,open,on
71064,744,H,open,on
71065,745,H,open,on
71066,746,H,open,on
71067,747,H,open,on
71068,748,H,open,on
71069,749,H,open,on
71070,750,H,open,on
71071,751,H,open,on
71072,752,H,open,on
71073,753,H,open,on
71074,754,H,open,on
71075,755,H,open,on
71076,756,H,open,on
71077,757,H,open,on
71078,758,H,open,on
71079,759,H,open,on
71080,760,H,open,on
71081,761,H,open,on
71082,762,H,open,on
71083,763,H,open,on
71084,764,H,open,on
71085,765,H,open,on
71086,766,H,open,on
71087,767,H,open,on
71088,768,H,open,on
71089,769,H,open,on
71090,770,H,open,on
71091,771,H,open,on
71092,772,H,open,on
71093,773,H,open,on
71094,774,H,open,on
71095,775,H,open,on
71096,776,H,open,on
71097,777,H,open,on
71098,778,H,open,on
71099,779,H,open,on
71100,780,H,open,on
71101,781,H,open,on
71102,782,H,open,on
71103,783,H,open,on
71104,784,H,open,on
71105,785,H,open,on
71106,786,H,open,on
71107,787,H,open,on
71108,788,H,open,on
71109,789,H,open,on
71110,790,H,open,on
71111,791,H,open,on
71112,792,H,open,on
71113,793,H,open,on
71114,794,H,open,on
71115,795,H,open,on
71116,796,H,open,on
71117,797,H,open,on
71118,798,H,open,on
71119,799,H,open,on
71120,800,H,open,on
71121,801,HH,transitioning,on
71122,773,H,transitioning,on
71123,745,H,transitioning,on
71124,717,H,open,on
71125,718,H,open,on
71126,719,H,open,on
71127,720,H,open,on
71128,721,H,open,on
71129,722,H,open,on
71130,723,H,open,on
71131,724,H,open,on
71132,725,H,open,on
71133,726,H,open,on
71134,727,H,open,on
71135,728,H,open,on
71136,729,H,open,on
71137,730,H,open,on
71138,731,H,open,on
71139,732,H,open,on
71140,733,H,open,on
71141,734,H,open,on
71142,735,H,open,on
71143,736,H,open,on
71144,737,H,open,on
71145,738,H,open,on
71146,739,H,open,on
71147,740,H,open,on
71148,741,H,open,on
71149,742,H,open,on
71150,743,H,open,on
71151,744,H,open,on
71152,745,H,open,on
71153,746,H,open,on
71154,747,H,open,on
71155,748,H,open,on
71156,749,H,open,on
71157,750,H,open,on
71158,751,H,open,on
71159,752,H,open,on
71160,753,H,open,on
71161,754,H,open,on
71162,755,H,open,on
71163,756,H,open,on
71164,757,H,open,on
71165,758,H,open,on
71166,759,H,open,on
71167,760,H,open,on
71168,761,H,open,on
71169,762,H,open,on
71170,763,H,open,on
71171,764,H,open,on
71172,765,H,open,on
71173,766,H,open,on
71174,767,H,open,on
71175,768,H,open,on
71176,769,H,open,on
71177,770,H,open,on
71178,771,H,open,on
71179,772,H,open,on
71180,773,H,open,on
71181,774,H,open,on
71182,775,H,open,on
71183,776,H,open,on
71184,777,H,open,on
71185,778,H,open,on
71186,779,H,open,on
71187,780,H,open,on
71188,781,H,open,on
71189,782,H,open,on
71190,783,H,open,on
71191,784,H,open,on
71192,785,H,open,on
71193,786,H,open,on
71194,787,H,open,on
71195,788,H,open,on
71196,789,H,open,on
71197,790,H,open,on
71198,791,H,open,on
71199,792,H,open,on
71200,793,H,open,on
71201,794,H,open,on
71202,795,H,open,on
71203,796,H,open,on
71204,797,H,open,on
71205,798,H,open,on
71206,799,H,open,on
71207,800,H,open,on
71208,801,HH,transitioning,on
71209,773,H,transitioning,on
71210,745,H,transitioning,on
71211,717,H,open,on
71212,718,H,open,on
71213,719,H,open,on
71214,720,H,open,on
71215,721,H,open,on
71216,722,H,open,on
71217,723,H,open,on
71218,724,H,open,on
71219,725,H,open,on
71220,726,H,open,on
71221,727,H,open,on
71222,728,H,open,on
71223,729,H,open,on
71224,730,H,open,on
71225,731,H,open,on
71226,732,H,open,on
71227,733,H,open,on
71228,734,H,open,on
71229,735,H,open,on
71230,736,H,open,on
71231,737,H,open,on
71232,738,H,open,on
71233,739,H,open,on
71234,740,H,open,on
71235,741,H,open,on
71236,742,H,open,on
71237,743,H,open,on
71238,744,H,open,on
71239,745,H,open,on
71240,746,H,open,on
71241,747,H,open,on
71242,748,H,open,on
71243,749,H,open,on
71244,750,H,open,on
71245,751,H,open,on
71246,752,H,open,on
71247,753,H,open,on
71248,754,H,open,on
71249,755,H,open,on
71250,756,H,open,on
71251,757,H,open,on
71252,758,H,open,on
71253,759,H,open,on
71254,760,H,open,on
71255,761,H,open,on
71256,762,H,open,on
71257,763,H,open,on
71258,764,H,open,on
71259,765,H,open,on
71260,766,H,open,on
71261,767,H,open,on
71262,768,H,open,on
71263,769,H,open,on
71264,770,H,open,on
71265,771,H,open,on
71266,772,H,open,on
71267,773,H,open,on
71268,774,H,open,on
71269,775,H,open,on
71270,776,H,open,on
71271,777,H,open,on
71272,778,H,open,on
71273,779,H,open,on
71274,780,H,open,on
71275,781,H,open,on
71276,782,H,open,on
71277,783,H,open,on
71278,784,H,open,on
71279,785,H,open,on
71280,786,H,open,on
71281,787,H,open,on
71282,788,H,open,on
71283,789,H,open,on
71284,790,H,open,on
71285,791,H,open,on
71286,792,H,open,on
71287,793,H,open,on
71288,794,H,open,on
71289,795,H,open,on
71290,796,H,open,on
71291,797,H,open,on
71292,798,H,open,on
71293,799,H,open,on
71294,800,H,open,on
71295,801,HH,transitioning,on
71296,773,H,transitioning,on
71297,745,H,transitioning,on
71298,717,H,open,on
71299,718,H,open,on
71300,719,H,open,on
71301,720,H,open,on
71302,721,H,open,on
71303,722,H,open,on
71304,723,H,open,on
71305,724,H,open,on
71306,725,H,open,on
71307,726,H,open,on
71308,727,H,open,on
71309,728,H,open,on
71310,729,H,open,on
71311,730,H,open,on
71312,731,H,open,on
71313,732,H,open,on
71314,733,H,open,on
71315,734,H,open,on
71316,735,H,open,on
71317,736,H,open,on
71318,737,H,open,on
71319,738,H,open,on
71320,739,H,open,on
71321,740,H,open,on
71322,741,H,open,on
71323,742,H,open,on
71324,743,H,open,on
71325,744,H,open,on
71326,745,H,open,on
71327,746,H,open,on
71328,747,H,open,on
71329,748,H,open,on
71330,749,H,open,on
71331,750,H,open,on
71332,751,H,open,on
71333,752,H,open,on
71334,753,H,open,on
71335,754,H,open,on
71336,755,H,open,on
71337,756,H,open,on
71338,757,H,open,on
71339,758,H,open,on
71340,759,H,open,on
71341,760,H,open,on
71342,761,H,open,on
71343,762,H,open,on
71344,763,H,open,on
71345,764,H,open,on
71346,765,H,open,on
71347,766,H,open,on
71348,767,H,open,on
71349,768,H,open,on
71350,769,H,open,on
71351,770,H,open,on
71352,771,H,open,on
71353,772,H,open,on
71354,773,H,open,on
71355,774,H,open,on
71356,775,H,open,on
71357,776,H,open,on
71358,777,H,open,on
71359,778,H,open,on
71360,779,H,open,on
71361,780,H,open,on
71362,781,H,open,on
71363,782,H,open,on
71364,783,H,open,on
71365,784,H,open,on
71366,785,H,open,on
71367,786,H,open,on
71368,787,H,open,on
71369,788,H,open,on
71370,789,H,open,on
71371,790,H,open,on
71372,791,H,open,on
71373,792,H,open,on
71374,793,H,open,on
71375,794,H,open,on
71376,795,H,open,on
71377,796,H,open,on
71378,797,H,open,on
71379,798,H,open,on
71380,799,H,open,on
71381,800,H,open,on
71382,801,HH,transitioning,on
71383,773,H,transitioning,on
71384,745,H,transitioning,on
71385,717,H,open,on
71386,718,H,open,on
71387,719,H,open,on
71388,720,H,open,on
71389,721,H,open,on
71390,722,H,open,on
71391,723,H,open,on
71392,724,H,open,on
71393,725,H,open,on
71394,726,H,open,on
71395,727,H,open,on
71396,728,H,open,on
71397,729,H,open,on
71398,730,H,open,on
71399,731,H,open,on
71400,732,H,open,on
71401,733,H,open,on
71402,734,H,open,on
71403,735,H,open,on
71404,736,H,open,on
71405,737,H,open,on
71406,738,H,open,on
71407,739,H,open,on
71408,740,H,open,on
71409,741,H,open,on
71410,742,H,open,on
71411,743,H,open,on
71412,744,H,open,on
71413,745,H,open,on
71414,746,H,open,on
71415,747,H,open,on
71416,748,H,open,on
71417,749,H,open,on
71418,750,H,open,on
71419,751,H,open,on
71420,752,H,open,on
71421,753,H,open,on
71422,754,H,open,on
71423,755,H,open,on
71424,756,H,open,on
71425,757,H,open,on
71426,758,H,open,on
71427,759,H,open,on
71428,760,H,open,on
71429,761,H,open,on
71430,762,H,open,on
71431,763,H,open,on
71432,764,H,open,on
71433,765,H,open,on
71434,766,H,open,on
71435,767,H,open,on
71436,768,H,open,on
71437,769,H,open,on
71438,770,H,open,on
71439,771,H,open,on
71440,772,H,open,on
71441,773,H,open,on
71442,774,H,open,on
71443,775,H,open,on
71444,776,H,open,on
71445,777,H,open,on
71446,778,H,open,on
71447,779,H,open,on
71448,780,H,open,on
71449,781,H,open,on
71450,782,H,open,on
71451,783,H,open,on
71452,784,H,open,on
71453,785,H,open,on
71454,786,H,open,on
71455,787,H,open,on
71456,788,H,open,on
71457,789,H,open,on
71458,790,H,open,on
71459,791,H,open,on
71460,792,H,open,on
71461,793,H,open,on
71462,794,H,open,on
71463,795,H,open,on
71464,796,H,open,on
71465,797,H,open,on
71466,798,H,open,on
71467,799,H,open,on
71468,800,H,open,on
71469,801,HH,transitioning,on
71470,773,H,transitioning,on
71471,745,H,transitioning,on
71472,717,H,open,on
71473,718,H,open,on
71474,719,H,open,on
71475,720,H,open,on
71476,721,H,open,on
71477,722,H,open,on
71478,723,H,open,on
71479,724,H,open,on
71480,725,H,open,on
71481,726,H,open,on
71482,727,H,open,on
71483,728,H,open,on
71484,729,H,open,on
71485,730,H,open,on
71486,731,H,open,on
71487,732,H,open,on
71488,733,H,open,on
71489,734,H,open,on
71490,735,H,open,on
71491,736,H,open,on
71492,737,H,open,on
71493,738,H,open,on
71494,739,H,open,on
71495,740,H,open,on
71496,741,H,open,on
71497,742,H,open,on
71498,743,H,open,on
71499,744,H,open,on
71500,745,H,open,on
71501,746,H,open,on
71502,747,H,open,on
71503,748,H,open,on
71504,749,H,open,on
71505,750,H,open,on
71506,751,H,open,on
71507,752,H,open,on
71508,753,H,open,on
71509,754,H,open,on
71510,755,H,open,on
71511,756,H,open,on
71512,757,H,open,on
71513,758,H,open,on
71514,759,H,open,on
71515,760,H,open,on
71516,761,H,open,on
71517,762,H,open,on
71518,763,H,open,on
71519,764,H,open,on
71520,765,H,open,on
71521,766,H,open,on
71522,767,H,open,on
71523,768,H,open,on
71524,769,H,open,on
71525,770,H,open,on
71526,771,H,open,on
71527,772,H,open,on
71528,773,H,open,on
71529,774,H,open,on
71530,775,H,open,on
71531,776,H,open,on
71532,777,H,open,on
71533,778,H,open,on
71534,779,H,open,on
71535,780,H,open,on
71536,781,H,open,on
71537,782,H,open,on
71538,783,H,open,on
71539,784,H,open,on
71540,785,H,open,on
71541,786,H,open,on
71542,787,H,open,on
71543,788,H,open,on
71544,789,H,open,on
71545,790,H,open,on
71546,791,H,open,on
71547,792,H,open,on
71548,793,H,open,on
71549,794,H,open,on
71550,795,H,open,on
71551,796,H,open,on
71552,797,H,open,on
71553,798,H,open,on
71554,799,H,open,on
71555,800,H,open,on
71556,801,HH,transitioning,on
71557,773,H,transitioning,on
71558,745,H,transitioning,on
71559,717,H,open,on
71560,718,H,open,on
71561,719,H,open,on
71562,720,H,open,on
71563,721,H,open,on
71564,722,H,open,on
71565,723,H,open,on
71566,724,H,open,on
71567,725,H,open,on
71568,726,H,open,on
71569,727,H,open,on
71570,728,H,open,on
71571,729,H,open,on
71572,730,H,open,on
71573,731,H,open,on
71574,732,H,open,on
71575,733,H,open,on
71576,734,H,open,on
71577,735,H,open,on
71578,736,H,open,on
71579,737,H,open,on
71580,738,H,open,on
71581,739,H,open,on
71582,740,H,open,on
71583,741,H,open,on
71584,742,H,open,on
71585,743,H,open,on
71586,744,H,open,on
71587,745,H,open,on
71588,746,H,open,on
71589,747,H,open,on
71590,748,H,open,on
71591,749,H,open,on
71592,750,H,open,on
71593,751,H,open,on
71594,752,H,open,on
71595,753,H,open,on
71596,754,H,open,on
71597,755,H,open,on
71598,756,H,open,on
71599,757,H,open,on
71600,758,H,open,on
71601,759,H,open,on
71602,760,H,open,on
71603,761,H,open,on
71604,762,H,open,on
71605,763,H,open,on
71606,764,H,open,on
71607,765,H,open,on
71608,766,H,open,on
71609,767,H,open,on
71610,768,H,open,on
71611,769,H,open,on
71612,770,H,open,on
71613,771,H,open,on
71614,772,H,open,on
71615,773,H,open,on
71616,774,H,open,on
71617,775,H,open,on
71618,776,H,open,on
71619,777,H,open,on
71620,778,H,open,on
71621,779,H,open,on
71622,780,H,open,on
71623,781,H,open,on
71624,782,H,open,on
71625,783,H,open,on
71626,784,H,open,on
71627,785,H,open,on
71628,786,H,open,on
71629,787,H,open,on
71630,788,H,open,on
71631,789,H,open,on
71632,790,H,open,on
71633,791,H,open,on
71634,792,H,open,on
71635,793,H,open,on
71636,794,H,open,on
71637,795,H,open,on
71638,796,H,open,on
71639,797,H,open,on
71640,798,H,open,on
71641,799,H,open,on
71642,800,H,open,on
71643,801,HH,transitioning,on
71644,773,H,transitioning,on
71645,745,H,transitioning,on
71646,717,H,open,on
71647,718,H,open,on
71648,719,H,open,on
71649,720,H,open,on
71650,721,H,open,on
71651,722,H,open,on
71652,723,H,open,on
71653,724,H,open,on
71654,725,H,open,on
71655,726,H,open,on
71656,727,H,open,on
71657,728,H,open,on
71658,729,H,open,on
71659,730,H,open,on
71660,731,H,open,on
71661,732,H,open,on
71662,733,H,open,on
71663,734,H,open,on
71664,735,H,open,on
71665,736,H,open,on
71666,737,H,open,on
71667,738,H,open,on
71668,739,H,open,on
71669,740,H,open,on
71670,741,H,open,on
71671,742,H,open,on
71672,743,H,open,on
71673,744,H,open,on
71674,745,H,open,on
71675,746,H,open,on
71676,747,H,open,on
71677,748,H,open,on
71678,749,H,open,on
71679,750,H,open,on
71680,751,H,open,on
71681,752,H,open,on
71682,753,H,open,on
71683,754,H,open,on
71684,755,H,open,on
71685,756,H,open,on
71686,757,H,open,on
71687,758,H,open,on
71688,759,H,open,on
71689,760,H,open,on
71690,761,H,open,on
71691,762,H,open,on
71692,763,H,open,on
71693,764,H,open,on
71694,765,H,open,on
71695,766,H,open,on
71696,767,H,open,on
71697,768,H,open,on
71698,769,H,open,on
71699,770,H,open,on
71700,771,H,open,on
71701,772,H,open,on
71702,773,H,open,on
71703,774,H,open,on
71704,775,H,open,on
71705,776,H,open,on
71706,777,H,open,on
71707,778,H,open,on
71708,779,H,open,on
71709,780,H,open,on
71710,781,H,open,on
71711,782,H,open,on
71712,783,H,open,on
71713,784,H,open,on
71714,785,H,open,on
71715,786,H,open,on
71716,787,H,open,on
71717,788,H,open,on
71718,789,H,open,on
71719,790,H,open,on
71720,791,H,open,on
71721,792,H,open,on
71722,793,H,open,on
71723,794,H,open,on
71724,795,H,open,on
71725,796,H,open,on
71726,797,H,open,on
71727,798,H,open,on
71728,799,H,open,on
71729,800,H,open,on
71730,801,HH,transitioning,on
71731,773,H,transitioning,on
71732,745,H,transitioning,on
71733,717,H,open,on
71734,718,H,open,on
71735,719,H,open,on
71736,720,H,open,on
71737,721,H,open,on
71738,722,H,open,on
71739,723,H,open,on
71740,724,H,open,on
71741,725,H,open,on
71742,726,H,open,on
71743,727,H,open,on
71744,728,H,open,on
71745,729,H,open,on
71746,730,H,open,on
71747,731,H,open,on
71748,732,H,open,on
71749,733,H,open,on
71750,734,H,open,on
71751,735,H,open,on
71752,736,H,open,on
71753,737,H,open,on
71754,738,H,open,on
71755,739,H,open,on
71756,740,H,open,on
71757,741,H,open,on
71758,742,H,open,on
71759,743,H,open,on
71760,744,H,open,on
71761,745,H,open,on
71762,746,H,open,on
71763,747,H,open,on
71764,748,H,open,on
71765,749,H,open,on
71766,750,H,open,on
71767,751,H,open,on
71768,752,H,open,on
71769,753,H,open,on
71770,754,H,open,on
71771,755,H,open,on
71772,756,H,open,on
71773,757,H,open,on
71774,758,H,open,on
71775,759,H,open,on
71776,760,H,open,on
71777,761,H,open,on
71778,762,H,open,on
71779,763,H,open,on
71780,764,H,open,on
71781,765,H,open,on
71782,766,H,open,on
71783,767,H,open,on
71784,768,H,open,on
71785,769,H,open,on
71786,770,H,open,on
71787,771,H,open,on
71788,772,H,open,on
71789,773,H,open,on
71790,774,H,open,on
71791,775,H,open,on
71792,776,H,open,on
71793,777,H,open,on
71794,778,H,open,on
71795,779,H,open,on
71796,780,H,open,on
71797,781,H,open,on
71798,782,H,open,on
71799,783,H,open,on
71800,784,H,open,on
71801,785,H,open,on
71802,786,H,open,on
71803,787,H,open,on
71804,788,H,open,on
71805,789,H,open,on
71806,790,H,open,on
71807,791,H,open,on
71808,792,H,open,on
71809,793,H,open,on
71810,794,H,open,on
71811,795,H,open,on
71812,796,H,open,on
71813,797,H,open,on
71814,798,H,open,on
71815,799,H,open,on
71816,800,H,open,on
71817,801,HH,transitioning,on
71818,773,H,transitioning,on
71819,745,H,transitioning,on
71820,717,H,open,on
71821,718,H,open,on
71822,719,H,open,on
71823,720,H,open,on
71824,721,H,open,on
71825,722,H,open,on
71826,723,H,open,on
71827,724,H,open,on
71828,725,H,open,on
71829,726,H,open,on
71830,727,H,open,on
71831,728,H,open,on
71832,729,H,open,on
71833,730,H,open,on
71834,731,H,open,on
71835,732,H,open,on
71836,733,H,open,on
71837,734,H,open,on
71838,735,H,open,on
71839,736,H,open,on
71840,737,H,open,on
71841,738,H,open,on
71842,739,H,open,on
71843,740,H,open,on
71844,741,H,open,on
71845,742,H,open,on
71846,743,H,open,on
71847,744,H,open,on
71848,745,H,open,on
71849,746,H,open,on
71850,747,H,open,on
71851,748,H,open,on
71852,749,H,open,on
71853,750,H,open,on
71854,751,H,open,on
71855,752,H,open,on
71856,753,H,open,on
71857,754,H,open,on
71858,755,H,open,on
71859,756,H,open,on
71860,757,H,open,on
71861,758,H,open,on
71862,759,H,open,on
71863,760,H,open,on
71864,761,H,open,on
